x1	     x2	     Zombies cured?
7.3819	 3.0170	 1.0
6.1928	 2.9340	 1.0
5.8747	 3.3859	 1.0
6.0495	 3.4294	 1.0
5.7826	 3.1263	 1.0
5.9345	 2.2821	 1.0
6.2818	 3.5705	 1.0
6.1537	 2.5741	 1.0
5.5593	 3.9778	 1.0
6.5697	 3.1030	 1.0
5.4789	 3.0137	 1.0
6.4281	 2.8976	 1.0
6.9965	 2.2723	 1.0
6.3588	 2.4464	 1.0
6.4092	 3.3374	 1.0
5.8032	 3.1316	 1.0
5.6060	 2.6749	 1.0
6.4487	 2.8595	 1.0
7.6732	 2.6583	 1.0
7.3871	 2.2757	 0.0
6.3106	 1.7000	 0.0
6.0621	 7.0949	 0.0
5.4367	 5.2702	 0.0
10.7648	 6.6650	 0.0
9.6614	 1.9669	 0.0
9.1338	 4.0325	 0.0
4.3869	 5.6885	 0.0
3.1349	 5.9703	 0.0
4.3876	 3.0946	 0.0
6.4992	 7.0231	 0.0
4.0590	 8.8120	 0.0
9.3633	 3.8547	 0.0
8.7991	 7.9694	 0.0
3.7099	 1.6525	 0.0
3.5805	 8.0318	 0.0
3.1608	 7.0492	 0.0
6.6952	 4.2399	 0.0
4.0077	 5.9149	 0.0
9.0019	 6.4014	 0.0
8.1540	 7.8603	 0.0
9.4732	 6.9422	 0.0
6.9610	 7.8152	 0.0
10.8571	 4.9162	 0.0
6.1417	 1.7402	 0.0
6.9906	 4.3961	 0.0
5.9593	 3.0010	 0.0
5.0320	 5.8648	 0.0
5.4821	 7.8690	 0.0
9.4640	 6.6470	 0.0
5.6035	 6.2097	 0.0
6.9333	 7.2819	 0.0
10.7299	 4.3248	 0.0
3.0610	 1.8995	 0.0
5.0571	 7.4173	 0.0
10.2488	 3.7540	 0.0
6.4626	 6.6233	 0.0
7.2317	 6.1958	 0.0
4.9230	 1.0054	 0.0
7.2835	 3.0945	 0.0
6.4458	 2.8651	 0.0
8.3204	 7.6241	 0.0
8.1431	 5.0985	 0.0
7.5634	 4.0152	 0.0
8.6836	 6.1619	 0.0
4.4047	 2.3176	 0.0
3.3869	 5.6273	 0.0
10.9475	 5.5697	 0.0
9.9800	 4.5046	 0.0
8.9978	 3.1366	 0.0
9.5265	 6.5337	 0.0
9.7444	 8.8017	 0.0
10.0833	 8.2441	 0.0
8.4754	 6.3859	 0.0
6.2325	 5.6936	 0.0
10.6846	 4.3619	 0.0
9.3767	 5.3014	 0.0
8.4480	 4.0139	 0.0
10.4150	 1.9474	 0.0
6.4258	 8.7584	 0.0
6.9472	 7.0546	 0.0
6.6183	 5.4984	 0.0
3.0897	 8.3552	 0.0
10.5358	 2.2333	 0.0
9.2617	 3.7332	 0.0
10.6924	 4.8352	 0.0
7.1352	 3.1750	 0.0
9.8544	 7.9841	 0.0
8.1465	 4.4297	 0.0
4.2755	 7.0067	 0.0
7.5077	 8.1167	 0.0
10.5641	 2.8722	 0.0
10.8821	 7.4242	 0.0
6.2677	 8.6912	 0.0
10.5997	 2.3046	 0.0
7.7694	 6.1907	 0.0
5.7435	 5.9306	 0.0
10.7851	 2.7472	 0.0
6.6153	 8.8950	 0.0
5.2964	 6.5317	 0.0
6.1472	 6.0712	 0.0
10.8691	 4.4109	 0.0
3.9729	 7.7234	 0.0
6.1807	 8.6563	 0.0
8.7469	 8.6513	 0.0
8.7569	 4.9437	 0.0
8.4626	 7.2121	 0.0
7.1447	 3.8105	 0.0
3.6239	 8.1381	 0.0
7.5737	 6.0745	 0.0
6.0430	 5.6726	 0.0
9.3066	 6.8693	 0.0
8.8783	 3.7957	 0.0
3.3444	 7.7243	 0.0
7.5764	 1.5423	 0.0
5.5918	 2.1463	 0.0
6.3493	 4.1761	 0.0
4.5362	 1.5430	 0.0
4.6025	 7.1549	 0.0
6.8603	 4.2244	 0.0
4.9152	 4.9425	 0.0
4.3611	 4.4646	 0.0
10.4699	 6.4440	 0.0
8.4477	 2.1973	 0.0
9.0679	 5.9374	 0.0
6.8080	 6.1749	 0.0
10.5497	 8.4157	 0.0
8.3842	 1.5271	 0.0
6.8105	 8.5854	 0.0
4.4253	 1.3874	 0.0
8.3375	 2.3636	 0.0
6.3391	 5.2519	 0.0
4.0426	 2.1308	 0.0
8.4613	 3.0448	 0.0
7.4813	 8.1278	 0.0
10.1731	 6.7586	 0.0
5.1059	 4.1894	 0.0
7.6531	 1.3241	 0.0
7.5844	 8.7974	 0.0
3.5362	 6.4762	 0.0
8.4083	 4.5560	 0.0
3.0593	 7.4968	 0.0
7.6138	 8.2839	 0.0
9.1018	 2.6285	 0.0
5.8130	 5.6708	 0.0
9.6112	 8.6593	 0.0
9.4228	 3.1976	 0.0
3.8376	 3.8388	 0.0
3.5125	 8.5171	 0.0
4.6591	 5.4620	 0.0
5.1058	 6.0448	 0.0
6.9069	 7.5866	 0.0
9.1410	 8.1591	 0.0
10.9186	 4.1893	 0.0
5.8230	 4.6595	 0.0
6.0564	 4.8279	 0.0
10.7695	 4.2011	 0.0
6.7088	 7.7521	 0.0
6.9763	 3.7265	 0.0
4.3072	 4.5625	 0.0
3.4708	 5.0511	 0.0
6.9374	 3.7782	 0.0
4.3188	 8.8634	 0.0
9.3264	 6.4230	 0.0
5.0103	 2.5152	 0.0
4.4824	 2.9634	 0.0
5.4563	 1.7767	 0.0
10.0028	 6.1512	 0.0
3.7431	 8.7848	 0.0
8.0936	 6.4000	 0.0
7.1872	 3.1464	 0.0
7.3664	 4.6981	 0.0
7.8103	 4.5789	 0.0
5.4643	 5.3740	 0.0
5.3878	 6.7658	 0.0
7.4994	 5.2007	 0.0
8.5431	 4.0409	 0.0
5.5481	 5.6154	 0.0
7.6192	 5.1711	 0.0
8.2494	 6.0439	 0.0
7.2000	 5.7236	 0.0
6.6548	 5.0557	 0.0
6.1123	 4.7139	 0.0
7.6948	 6.3796	 0.0
7.4296	 5.9676	 0.0
7.5136	 5.1010	 0.0
5.5948	 3.5045	 0.0
5.2200	 3.4348	 0.0
5.5068	 4.7175	 0.0
6.6056	 4.8312	 0.0
7.0933	 6.3629	 0.0
5.7946	 6.6093	 0.0
6.8636	 5.5616	 0.0
8.0336	 6.1133	 0.0
6.6456	 3.7805	 0.0
8.3354	 5.7347	 0.0
6.8238	 5.8457	 0.0
8.6509	 6.0294	 0.0
5.3894	 6.1718	 0.0
8.6770	 5.6900	 0.0
7.4825	 3.4787	 0.0
6.3119	 5.8505	 0.0
5.9159	 4.4981	 0.0
6.9317	 3.9226	 0.0
5.3780	 6.1015	 0.0
8.6841	 4.7710	 0.0
6.6027	 5.8750	 0.0
6.7756	 6.8878	 0.0
5.2683	 6.4109	 0.0
7.1430	 4.2212	 0.0
7.2162	 6.7757	 0.0
6.0427	 6.7646	 0.0
8.6381	 4.8365	 0.0
5.0483	 6.1310	 0.0
7.9012	 4.7417	 0.0
8.4261	 5.1720	 0.0
7.0922	 5.6352	 0.0
7.3706	 5.1550	 0.0
6.9835	 3.1563	 0.0
5.2437	 3.9869	 0.0
7.5582	 5.5664	 0.0
6.2823	 3.7017	 0.0
8.9725	 6.4234	 0.0
5.9497	 4.7284	 0.0
7.5912	 6.8050	 0.0
5.7290	 5.4529	 0.0
6.2551	 5.5126	 0.0
7.1788	 6.4414	 0.0
6.2794	 6.6697	 0.0
5.4122	 5.2077	 0.0
8.0430	 6.2787	 0.0
8.4338	 4.8280	 0.0
6.0411	 6.8799	 0.0
7.8519	 3.0234	 0.0
6.8302	 3.3734	 0.0
7.0630	 6.5758	 0.0
6.3071	 6.4629	 0.0
6.5892	 4.6205	 0.0
7.0667	 4.2954	 0.0
7.1440	 3.9323	 0.0
8.8921	 3.9542	 0.0
8.9659	 6.8262	 0.0
8.2162	 5.4790	 0.0
5.9408	 3.2287	 0.0
8.7786	 5.8182	 0.0
6.4009	 3.9591	 0.0
6.5342	 4.7608	 0.0
7.2364	 4.4128	 0.0
6.8805	 5.6620	 0.0
6.7807	 4.7765	 0.0
7.8315	 4.8006	 0.0
6.9288	 5.8473	 0.0
6.9460	 4.6948	 0.0
8.1698	 5.3737	 0.0
6.9594	 4.5633	 0.0
5.6383	 4.4007	 0.0
8.0310	 4.9563	 0.0
5.7478	 5.7183	 0.0
6.8579	 4.8103	 0.0
7.0121	 4.7029	 0.0
7.0010	 5.4473	 0.0
7.2832	 5.1149	 0.0
7.6149	 3.7834	 0.0
5.7502	 5.4663	 0.0
7.7943	 4.8880	 0.0
6.2184	 5.8113	 0.0
6.5627	 4.4734	 0.0
7.4494	 5.5711	 0.0
6.9471	 4.0999	 0.0
5.8746	 6.1793	 0.0
8.3500	 3.4159	 0.0
7.9827	 4.6704	 0.0
6.5832	 5.3148	 0.0
7.7555	 5.9486	 0.0
6.3341	 5.5944	 0.0
6.7691	 5.4391	 0.0
7.0496	 5.8760	 0.0
6.4730	 4.7592	 0.0
8.6539	 4.9287	 0.0
6.9144	 5.3125	 0.0
6.9394	 3.9613	 0.0
6.6508	 3.1232	 0.0
6.5098	 6.0493	 0.0
7.8087	 4.8470	 0.0
7.1126	 5.3275	 0.0
6.2334	 3.7250	 0.0
6.5484	 5.8321	 0.0
6.7436	 3.7920	 0.0
6.5689	 5.3500	 0.0
8.1120	 6.1316	 0.0
8.0441	 6.0117	 0.0
6.6766	 4.7949	 0.0
5.0541	 5.7254	 0.0
6.9344	 4.9519	 0.0
6.3830	 4.6298	 0.0
7.2438	 4.4897	 0.0
6.0785	 3.4658	 0.0
6.1980	 3.8601	 0.0
7.7215	 5.1317	 0.0
7.5858	 3.8599	 0.0
7.4566	 4.5263	 0.0
6.1366	 5.7009	 0.0
7.2010	 5.1682	 0.0
7.0253	 4.7471	 0.0
5.6987	 5.2876	 0.0
7.9046	 3.5019	 0.0
8.1185	 5.1626	 0.0
6.2798	 5.0879	 0.0
6.7668	 3.6905	 0.0
7.2792	 5.9755	 0.0
6.8892	 3.8241	 0.0
5.8524	 5.5737	 0.0
7.4929	 4.7391	 0.0
7.8536	 4.6050	 0.0
7.0856	 4.5792	 0.0
8.4320	 4.6607	 0.0
6.1098	 4.1641	 0.0
6.3134	 4.3557	 0.0
6.5013	 4.4520	 0.0
7.7479	 5.5323	 0.0
8.4981	 4.0587	 0.0
6.9975	 5.0332	 0.0
7.4129	 5.2140	 0.0
6.8651	 3.9155	 0.0
5.9339	 6.1468	 0.0
6.7920	 3.5322	 0.0
8.9542	 4.9880	 0.0
7.4853	 3.9058	 0.0
6.6725	 5.0236	 0.0
8.0365	 4.6848	 0.0
7.3255	 4.6495	 0.0
7.6728	 4.3950	 0.0
5.7216	 5.2628	 0.0
6.4535	 4.6309	 0.0
6.9273	 4.7311	 0.0
8.2251	 5.7774	 0.0
7.0701	 5.9181	 0.0
6.4960	 5.5162	 0.0
6.9092	 4.8210	 0.0
6.4328	 5.2808	 0.0
7.2404	 4.4161	 0.0
7.0746	 4.6364	 0.0
7.3791	 4.0487	 0.0
6.3108	 4.4899	 0.0
7.9924	 4.2444	 0.0
